city_name,latitude,longitude,zip_code
Sobradinho,-9.5904,-40.7752,48925-000
Souto Soares,-11.946,-41.9481,46990-000
Serra Preta,-12.0691,-39.3005,44660-000
Tanque Novo,-13.5836,-42.5431,46580-000
Uauá,-9.8414,-39.2303,48950-000
Ubaíra,-13.287,-39.6935,45310-000
Teixeira de Freitas,-17.3131,-39.9257,45995-000
Tanquinho,-11.9567,-39.0961,44160-000
Terra Nova,-12.3854,-38.6187,44270-000
Tucano,-10.9943,-38.8625,48790-000
Tapiramutá,-11.9473,-40.7569,44840-000
Taperoá,-13.5696,-39.2202,45430-000
Tremedal,-14.9008,-41.3234,45170-000
Teolândia,-13.5703,-39.4649,45465-000
Teofilândia,-11.5341,-38.9452,48770-000
Teodoro Sampaio,-12.2655,-38.6121,44280-000
Uruçuca,-14.4842,-39.1686,45680-000
Uibaí,-11.3906,-42.1561,44950-000
Urandi,-14.734,-42.6654,46350-000
Una,-15.1645,-39.2057,45690-000
Umburanas,-10.5086,-41.1742,44798-000
Ubaitaba,-14.2705,-39.3808,45545-000
Ubatã,-14.0563,-39.5228,45550-000
Utinga,-12.0427,-41.1947,46810-000
Vereda,-17.15,-40.0487,45955-000
Várzea da Roça,-11.5391,-40.0765,44635-000
Valente,-11.4339,-39.4847,48890-000
Xique-Xique,-10.8339,-42.5632,47400-000
Varzedo,-12.9966,-39.3709,44565-000
Valença,-13.3721,-39.24,45400-000
Vera Cruz,-13.0255,-38.7091,44470-000
Várzea Nova,-11.0552,-41.2323,44690-000
Wenceslau Guimarães,-13.6182,-39.5809,45460-000
Vitória da Conquista,-15.2795,-40.9658,45000-000
Wagner,-12.2593,-41.221,46970-000
Várzea do Poço,-11.5884,-40.393,44715-000
Barro Preto,-14.8097,-39.4714,45625-000
Livramento do Brumado,-13.6431,-41.8406,46140-000
Wanderley,-11.765,-43.9938,47940-000
Acaraú,-2.9542,-40.086,62580-000
Acopiara,-6.1131,-39.5176,63560-000
Acarapé,-4.2057,-38.6916,62785-000
Abaiara,-7.3364,-39.0613,63240-000
Alto Santo,-5.5241,-38.2092,62970-000
Arneiroz,-6.2361,-40.094,63670-000
Barreira,-4.3705,-38.6102,62795-000
Aurora,-7.0001,-38.9704,63360-000
Altaneira,-6.9874,-39.7274,63195-000
Antonina do Norte,-6.7362,-39.9788,63570-000
Assaré,-6.8975,-39.8291,63140-000
Apuiarés,-3.95,-39.3037,62630-000
Ararendá,-4.7706,-40.7539,62210-000
Amontada,-3.2794,-39.8058,62540-000
Araripe,-7.2046,-40.1143,63170-000
Alcântaras,-3.5873,-40.5552,62120-000
Aiuaba,-6.589,-40.2395,63575-000
Barbalha,-7.436,-39.3527,63180-000
Baixio,-6.7073,-38.7575,63320-000
Aracati,-4.6207,-37.7631,62800-000
Aquiraz,-3.9016,-38.3913,61700-000
Aracoiaba,-4.4905,-38.6776,62750-000
Banabuiú,-5.2355,-38.8746,63960-000
Aratuba,-4.419,-39.0482,62762-000
Barro,-7.1354,-38.7337,63380-000
Camocim,-2.9366,-40.8389,62400-000
Brejo Santo,-7.6223,-38.8819,63260-000
Barroquinha,-2.9926,-41.1546,62410-000
Baturité,-4.3731,-38.8592,62760-000
Beberibe,-4.439,-38.08,62840-000
Boa Viagem,-5.0254,-39.8417,63870-000
Canindé,-4.4047,-39.4175,62700-000
Bela Cruz,-3.0629,-40.2583,62570-000
Carnaubal,-4.121,-41.0137,62375-000
Catunda,-4.6047,-40.1863,62297-000
Cariús,-6.6562,-39.475,63530-000
Caucaia,-3.7822,-38.8025,61600-000
Campos Sales,-6.9253,-40.2219,63150-000
Cascavel,-4.27,-38.2738,62850-000
Capistrano,-4.4623,-38.9207,62748-000
Caridade,-4.201,-39.1415,62730-000
Cariré,-3.9359,-40.5468,62184-000
Catarina,-6.2502,-39.9487,63595-000
Caririaçu,-7.0417,-39.2542,63220-000
Cedro,-6.591,-39.1204,63400-000
Fortaleza,-3.7227,-38.5247,60000-000
Choró,-4.7728,-39.1778,63950-000
Croatá,-4.3909,-40.8679,62390-000
Crateús,-5.2508,-40.7433,63700-000
Ererê,-5.9973,-38.3118,63470-000
Eusébio,-3.8695,-38.4554,61760-000
Cruz,-2.8962,-40.3357,62595-000
Coreaú,-3.6883,-40.7272,62160-000
Forquilha,-3.8335,-40.2343,62115-000
Granja,-3.3289,-40.9637,62430-000
Farias Brito,-6.8866,-39.5341,63185-000
Chorozinho,-4.2918,-38.489,62875-000
Frecheirinha,-3.7282,-40.8203,62340-000
Deputado Irapuan Pinheiro,-5.8874,-39.2592,63645-000
Chaval,-3.075,-41.2372,62420-000
Crato,-7.1471,-39.4713,63100-000
Fortim,-4.4471,-37.8529,62815-000
General Sampaio,-4.0502,-39.4445,62738-000
Graça,-4.0662,-40.795,62365-000
Granjeiro,-6.9175,-39.2794,63230-000
Iguatu,-6.3555,-39.2768,63500-000
Groaíras,-3.9211,-40.377,62190-000
Hidrolândia,-4.4739,-40.3808,62270-000
Horizonte,-4.1146,-38.515,62880-000
Guaiúba,-4.1195,-38.6828,61890-000
Icapuí,-4.7234,-37.4134,62810-000
Ibaretama,-4.7504,-38.6657,63970-000
Ibicuitinga,-4.9619,-38.5202,62955-000
Independência,-5.4719,-40.3231,63640-000
Ipueiras,-4.6213,-40.8219,62230-000
Guaramiranga,-4.2218,-38.9645,62766-000
Guaraciaba do Norte,-4.2184,-40.8451,62380-000
Ipaporanga,-4.8474,-40.8103,62215-000
Ipu,-4.3493,-40.6593,62250-000
Ipaumirim,-6.8088,-38.7323,63340-000
Iracema,-5.8127,-38.3529,62980-000
Irauçuba,-3.8977,-39.7886,62620-000
Ibiapina,-3.9357,-40.9276,62360-000
Icó,-6.3519,-38.7567,63430-000
Itaiçaba,-4.7017,-37.8291,62820-000
Itapipoca,-3.3728,-39.5622,62500-000
Itarema,-3.0834,-39.897,62590-000
Jaguaribara,-5.6503,-38.5103,63490-000
Itapagé,-3.7334,-39.5651,62600-000
Itaitinga,-4.0304,-38.5443,61880-000
Itapiúna,-4.6192,-38.9313,62740-000
Itatira,-4.5678,-39.5782,62720-000
Jaguaruana,-4.8141,-37.7925,62823-000
Jaguaribe,-5.9726,-38.6857,63475-000
Jati,-7.7047,-38.9436,63275-000
Juazeiro do Norte,-7.1467,-39.247,63000-000
Madalena,-4.8762,-39.4759,63860-000
Maracanaú,-3.8883,-38.6312,61900-000
Jardim,-7.6382,-39.2404,63290-000
Jijoca de Jericoacoara,-2.8714,-40.4916,62598-000
Jaguaretama,-5.4833,-38.756,63480-000
Jucás,-6.4468,-39.6201,63580-000
Lavras da Mangabeira,-6.7308,-38.9764,63300-000
Limoeiro do Norte,-5.1741,-38.0266,62930-000
Maranguape,-3.9958,-38.7297,61940-000
Martinópole,-3.1976,-40.6095,62450-000
Mombaça,-5.7922,-39.7799,63610-000
Marco,-3.1814,-40.3351,62560-000
Miraíma,-3.5651,-39.9039,62530-000
Massapê,-3.5091,-40.3665,62140-000
Mauriti,-7.3881,-38.6365,63210-000
Moraújo,-3.4601,-40.6996,62480-000
Meruoca,-3.586,-40.4673,62130-000
Milagres,-7.2606,-38.9624,63250-000
Milhã,-5.669,-39.2252,63635-000
Missão Velha,-7.2371,-39.112,63200-000
Nova Olinda,-7.0857,-39.6719,63165-000
Nova Russas,-4.7228,-40.5955,62200-000
Mulungu,-4.3352,-39.0408,62764-000
Morada Nova,-4.9204,-38.4613,62940-000
Mucambo,-3.9078,-40.7694,62170-000
Novo Oriente,-5.5828,-40.7401,63740-000
Morrinhos,-3.3171,-40.1272,62550-000
Monsenhor Tabosa,-4.9676,-40.0673,63780-000
Orós,-6.255,-38.9676,63520-000
Ocara,-4.5355,-38.5158,62755-000
Piquet Carneiro,-5.8604,-39.4558,63605-000
Pereiro,-5.9767,-38.4919,63460-000
Palhano,-4.6606,-38.0445,62910-000
Poranga,-4.761,-40.9322,62220-000
Paracuru,-3.4866,-39.0427,62680-000
Paraipaba,-3.4134,-39.1698,62685-000
Pacatuba,-3.9762,-38.6292,61800-000
Pires Ferreira,-4.2549,-40.5987,62255-000
Palmácia,-4.1296,-38.8426,62780-000
Pacajus,-4.1776,-38.5182,62870-000
Paramoti,-4.1474,-39.3622,62736-000
Pentecoste,-3.8512,-39.1985,62640-000
Parambu,-6.2541,-40.6088,63680-000
Pacoti,-4.1957,-38.9025,62770-000
Pedra Branca,-5.4934,-39.8526,63630-000
Penaforte,-7.8005,-39.047,63280-000
Pindoretama,-4.0616,-38.2945,62860-000
Pacujá,-3.9675,-40.6769,62180-000
Porteiras,-7.5951,-39.0744,63270-000
Quixelô,-6.1506,-39.117,63515-000
Santa Quitéria,-4.3958,-39.988,62280-000
Santana do Cariri,-7.1797,-39.7845,63190-000
Reriutaba,-4.1383,-40.616,62260-000
Quixeramobim,-5.1342,-39.3346,63800-000
Redenção,-4.2648,-38.7701,62790-000
Saboeiro,-6.4781,-39.8857,63590-000
Russas,-4.8399,-38.196,62900-000
São Benedito,-4.0496,-40.9459,62370-000
Potengi,-7.0328,-40.0401,63160-000
Quixadá,-4.9706,-39.0181,63900-000
Potiretama,-5.754,-38.1825,62990-000
Salitre,-7.138,-40.2898,63155-000
São Luís do Curu,-3.6412,-39.2488,62665-000
Quixeré,-5.0633,-37.9267,62920-000
São João do Jaguaribe,-5.3188,-38.2688,62965-000
Quiterianópolis,-5.89,-40.7281,63650-000
Santana do Acaraú,-3.4839,-40.1448,62150-000
São Gonçalo do Amarante,-3.5661,-39.0673,62670-000
Senador Pompeu,-5.5754,-39.4851,63600-000
Senador Sá,-3.2765,-40.4442,62470-000
Tianguá,-3.6729,-40.9901,62320-000
Tabuleiro do Norte,-5.2911,-38.0725,62960-000
Trairi,-3.3316,-39.3803,62690-000
Tamboril,-4.9931,-40.2674,63750-000
Tururu,-3.5452,-39.4105,62655-000
Uruburetama,-3.6283,-39.5476,62650-000
Tejuçuoca,-3.9355,-39.6497,62610-000
Varjota,-4.1635,-40.488,62265-000
Várzea Alegre,-6.7619,-39.3163,63540-000
Umirim,-3.706,-39.3969,62660-000
Sobral,-3.8376,-40.1588,62000-000
Solonópole,-5.8707,-39.0121,63620-000
Tarrafas,-6.7374,-39.7233,63145-000
Tauá,-5.9085,-40.2728,63660-000
Ubajara,-3.8402,-40.9342,62350-000
Viçosa do Ceará,-3.5491,-41.1382,62300-000
Umari,-6.6092,-38.7195,63310-000
Uruoca,-3.3198,-40.7217,62460-000
Brasília,-15.8307,-47.6127,70000-000
Guara,-15.8333,-47.9,71000-000
Lago Norte,-15.7201,-47.8338,71500-000
São Sebastiao,-23.76,-45.4097,71690-000
Paranoá,-15.7755,-47.7812,71570-000
Candangolândia,-15.8542,-47.9556,71725-000
Sobradinho,-15.6575,-47.7919,73000-000
Recanto das Emas,-15.922,-48.1048,72600-000
Gama,-16.0156,-48.0678,72400-000
Samambaia,-15.8872,-48.1508,72300-000
Cruzeiro,-15.7836,-47.9343,70640-000
Santa Maria,-16.0462,-48.0349,72500-000
Riacho Fundo,-15.9034,-48.0144,71800-000
Ceilândia,-15.8128,-48.1039,72200-000
Brazlândia,-15.6742,-48.2033,72700-000
Planaltina,-15.6554,-47.6202,73300-000
Lago Sul,-15.9064,-47.8653,71600-000
Núcleo Bandeirante,-15.8692,-47.9747,71700-000
Afonso Cláudio,-20.1051,-41.1242,29600-000
Taguatinga,-15.8041,-48.0628,72000-000
Água Doce do Norte,-18.5065,-40.9919,29820-000
Águia Branca,-18.9962,-40.7073,29795-000
Anchieta,-20.7342,-40.7006,29230-000
Boa Esperança,-18.4861,-40.3446,29845-000
Baixo Guandu,-19.5235,-40.9639,29730-000
Colatina,-19.4624,-40.6629,29700-000
Cariacica,-20.3005,-40.4692,29140-000
Aracruz,-19.8195,-40.191,29190-000
Alto Rio Novo,-19.0325,-40.9914,29760-000
Castelo,-20.5367,-41.2047,29360-000
Cachoeiro de Itapemirim,-20.7681,-41.1906,29300-000
Barra de São Francisco,-18.6318,-40.8059,29800-000
Alfredo Chaves,-20.5425,-40.8237,29240-000
Alegre,-20.709,-41.5194,29500-000
Atilio Vivacqua,-20.9547,-41.191,29490-000
Brejetuba,-20.1562,-41.3065,29630-000
Bom Jesus do Norte,-21.0883,-41.6394,29460-000
Apiacá,-21.0802,-41.561,29450-000
Conceição do Castelo,-20.3623,-41.2662,29370-000
Conceição da Barra,-18.4874,-39.7995,29960-000
Divino de São Lourenço,-20.5975,-41.7218,29590-000
Laranja da Terra,-19.8658,-41.057,29615-000
João Neiva,-19.7253,-40.4376,29680-000
Dores do Rio Preto,-20.6486,-41.8169,29580-000
Iconha,-20.7476,-40.8657,29280-000
Ibitirama,-20.5115,-41.6696,29540-000
Ibatiba,-20.2746,-41.5546,29395-000
Itarana,-19.9604,-40.893,29620-000
Guarapari,-20.6103,-40.5274,29200-000
Domingos Martins,-20.3233,-40.8272,29260-000
Jaguaré,-18.9919,-39.9752,29950-000
Itaguaçu,-19.71,-40.8731,29690-000
Guaçuí,-20.768,-41.7112,29560-000
Irupi,-20.3269,-41.6601,29398-000
Ecoporanga,-18.273,-40.8493,29850-000
Iúna,-20.3594,-41.6707,29390-000
Ibiraçu,-19.8184,-40.4208,29670-000
Fundão,-19.9898,-40.3158,29185-000
Jerônimo Monteiro,-20.8124,-41.3954,29550-000
Itapemirim,-20.9838,-40.9669,29330-000
Marechal Floriano,-20.4322,-40.7653,29255-000
Muqui,-20.9152,-41.3009,29480-000
Muniz Freire,-20.4227,-41.4257,29380-000
Nova Venécia,-18.6765,-40.5581,29830-000
Rio Bananal,-19.2238,-40.3594,29920-000
Pancas,-19.1554,-40.8176,29750-000
Mimoso do Sul,-21.1047,-41.3757,29400-000
Marilândia,-19.422,-40.5202,29725-000
Ponto Belo,-18.2522,-40.4986,29885-000
Pinheiros,-18.3449,-40.2098,29980-000
Linhares,-19.3577,-40.1469,29900-000
Santa Leopoldina,-20.1195,-40.5733,29640-000
Mantenópolis,-18.8661,-41.1563,29770-000
Pedro Canário,-18.2036,-40.0316,29970-000
Presidente Kennedy,-21.15,-41.0729,29350-000
Rio Novo do Sul,-20.7833,-40.9398,29290-000
Marataízes,-21.0948,-40.899,29345-000
Mucurici,-18.0137,-40.5253,29880-000
Montanha,-18.1361,-40.261,29890-000
Piúma,-20.8311,-40.7293,29285-000
Santa Teresa,-19.8962,-40.6567,29650-000
Santa Maria de Jetibá,-20.0919,-40.801,29645-000
Vitória,-20.2905,-40.2881,29000-000
Viana,-20.3676,-40.5141,29135-000
São Gabriel da Palha,-18.9736,-40.5252,29780-000
São Domingos do Norte,-19.1297,-40.5545,29745-000
São Roque do Canaã,-19.7303,-40.6714,29665-000
Vila Pavão,-18.6119,-40.6516,29843-000
Vargem Alta,-20.6473,-41.0086,29295-000
Sooretama,-19.0822,-40.1413,29927-000
Vila Valério,-18.9799,-40.3663,29785-000
São José do Calçado,-20.986,-41.6642,29470-000
São Mateus,-18.7862,-40.0552,29930-000
Água Clara,-19.8979,-52.9509,79680-000
Venda Nova do Imigrante,-20.3849,-41.1354,29375-000
Vila Velha,-20.3848,-40.3226,29100-000
Serra,-20.1082,-40.3019,29160-000
Anastácio,-20.7627,-55.7305,79210-000
Alcinópolis,-18.1995,-53.7581,79530-000
Amambaí,-23.1271,-54.9579,79990-000
Anaurilândia,-22.142,-52.7201,79770-000
Bataguassu,-21.7855,-52.5654,79780-000
Cassilândia,-19.061,-52.1108,79540-000
Aparecida do Taboado,-20.0091,-51.3463,79570-000
Aral Moreira,-22.9095,-55.3701,79930-000
Brasilândia,-21.1199,-52.4383,79670-000
Bela Vista,-22.0406,-56.5082,79260-000
Aquidauana,-19.8241,-55.8505,79200-000
Angélica,-22.0278,-53.8667,79785-000
Camapuã,-19.0577,-53.8578,79420-000
Antônio João,-22.2011,-55.939,79910-000
Bodoquena,-20.4823,-56.6589,79390-000
Bandeirantes,-19.8086,-54.331,79430-000
Bonito,-20.9104,-56.3386,79290-000
Caarapó,-22.6104,-54.8316,79940-000
Corguinho,-19.8186,-55.002,79460-000
Campo Grande,-20.9888,-54.2124,79000-000
Caracol,-21.9671,-57.1267,79270-000
Batayporã,-22.465,-53.1768,79760-000
Chapadão do Sul,-19.067,-52.7406,79560-000
Corumbá,-18.6475,-56.821,79300-000
Coronel Sapucaia,-23.3376,-55.389,79995-000
Coxim,-18.2126,-54.717,79400-000
Fátima do Sul,-22.3239,-54.4497,79700-000
Dourados,-22.1437,-54.8047,79800-000
Inocência,-19.6715,-52.0439,79580-000
Deodápolis,-22.0804,-54.2032,79790-000
Glória de Dourados,-22.4839,-54.0901,79730-000
Costa Rica,-18.6374,-53.2736,79550-000
Dois Irmãos do Buriti,-20.5719,-55.3684,79215-000
Japorã,-23.7941,-54.544,79985-000
Iguatemi,-23.426,-54.5584,79960-000
Eldorado,-23.7796,-54.2157,79970-000
Douradina,-21.9853,-54.5815,79880-000
Itaporã,-21.9218,-54.8141,79890-000
Guia Lopes da Laguna,-21.6108,-55.9346,79230-000
Itaquiraí,-23.3026,-54.0828,79965-000
Jardim,-21.6451,-56.2351,79240-000
Ivinhema,-22.3808,-53.7556,79740-000
Jaraguari,-20.2724,-54.2374,79440-000
Nova Andradina,-21.8821,-53.4664,79750-000
Ribas do Rio Pardo,-20.6995,-53.5756,79180-000
Mundo Novo,-23.9263,-54.2575,79980-000
Laguna Carapã,-22.7104,-55.0825,79920-000
Paranaíba,-19.526,-51.3983,79500-000
Jateí,-22.7399,-53.815,79720-000
Novo Horizonte do Sul,-22.6307,-53.7364,79745-000
Rio Brilhante,-21.7753,-54.4591,79130-000
Juti,-22.8536,-54.5216,79955-000
Naviraí,-23.1074,-54.0311,79950-000
Ladário,-19.1051,-57.5842,79370-000
Nioaque,-21.1815,-55.7586,79220-000
Rio Negro,-19.4462,-54.9795,79470-000
Nova Alvorada do Sul,-21.4808,-54.1526,79140-000
Maracaju,-21.425,-55.5458,79150-000
Miranda,-20.2089,-56.5262,79380-000
Paranhos,-23.7217,-55.3545,79925-000
Pedro Gomes,-17.8388,-54.1294,79410-000
Ponta Porã,-22.016,-55.7268,79900-000
Porto Murtinho,-21.2995,-57.3431,79280-000
Rio Verde de Mato Grosso,-18.8672,-54.9147,79480-000
Rochedo,-19.988,-54.7818,79450-000
Santa Rita do Pardo,-21.3548,-52.6931,79690-000
Sete Quedas,-23.8557,-54.9771,79935-000
São Gabriel do Oeste,-19.1317,-54.4487,79490-000
Tacuru,-23.6872,-54.911,79975-000
Vicentina,-22.4915,-54.4618,79710-000
Afonso Cunha,-4.2122,-43.2357,65505-000
Três Lagoas,-20.3796,-52.2596,79600-000
Açailândia,-4.6921,-47.343,65930-000
Taquarussu,-22.7342,-53.48,79765-000
Altamira do Maranhão,-4.1407,-45.4615,65310-000
Sonora,-17.674,-54.4533,79415-000
Sidrolândia,-21.0203,-54.99,79170-000
Alto Alegre do Maranhão,-4.2029,-44.4197,65413-000
Terenos,-20.4207,-55.106,79190-000
Selvíria,-20.2496,-51.8323,79590-000
Aldeias Altas,-4.5852,-43.4628,65610-000
Alcântara,-2.3277,-44.5062,65250-000
Água Doce do Maranhão,-2.9125,-42.1413,65578-000
Amarante do Maranhão,-5.5694,-46.641,65923-000
Alto Parnaíba,-9.5348,-46.139,65810-000
Bacabal,-3.9856,-44.7418,65700-000
Arari,-3.609,-44.7657,65480-000
Amapá do Maranhão,-1.6947,-45.9299,65293-000
Arame,-5.0316,-45.8632,65945-000
Bacuri,-1.6514,-45.2199,65270-000
Anapurus,-3.5546,-43.1057,65525-000
Anajatuba,-3.2741,-44.5328,65490-000
Alto Alegre do Pindaré,-3.8359,-46.0387,65398-000
Bacabeira,-2.8687,-44.3451,65103-000
Axixá,-2.8459,-44.1052,65108-000
Apicum-Açu,-1.4803,-45.0854,65275-000
Araioses,-2.8979,-42.023,65570-000
Araguanã,-3.0023,-45.8317,65368-000
Barão de Grajaú,-6.6298,-43.2032,65660-000
Barra do Corda,-5.5583,-45.2885,65950-000
Barreirinhas,-2.7233,-42.8965,65590-000
Balsas,-8.425,-46.4857,65800-000
Bacurituba,-2.6464,-44.6548,65233-000
Belágua,-3.1438,-43.4467,65535-000
Brejo,-3.6804,-42.8823,65520-000
Boa Vista do Gurupi,-1.7308,-46.1963,65292-000
Bernardo do Mearim,-4.6717,-44.6428,65723-000
Bequimão,-2.4181,-44.8012,65248-000
Benedito Leite,-7.107,-44.5876,65885-000
Bela Vista do Maranhão,-3.7914,-45.2955,65335-000
Bom Lugar,-4.1452,-45.0759,65704-000
Bom Jesus das Selvas,-4.5133,-46.6069,65395-000
Bom Jardim,-3.7741,-46.2171,65380-000
Cachoeira Grande,-3.0672,-43.9995,65165-000
Buritirana,-5.5925,-46.9972,65935-500
Buriticupu,-4.5197,-46.3771,65393-000
Buriti Bravo,-5.7558,-43.8323,65685-000
Brejo de Areia,-4.0278,-45.4693,65315-000
Campestre do Maranhão,-6.1516,-47.2343,65968-000
Cajari,-3.3851,-45.022,65210-000
Cândido Mendes,-1.4317,-45.6051,65280-000
Buriti,-3.948,-42.8581,65515-000
Cajapió,-2.8962,-44.6507,65230-000
Cantanhede,-3.6666,-44.252,65465-000
Carolina,-7.5079,-47.1491,65980-000
Carutapera,-1.1802,-45.9597,65295-000
Caxias,-4.8171,-43.4207,65600-000
Capinzal do Norte,-4.7477,-44.2517,65735-000
Cedral,-1.9609,-44.5742,65260-000
Coroatá,-4.0816,-44.2096,65415-000
Cidelândia,-5.0523,-47.8686,65921-000
Central do Maranhão,-2.2552,-44.841,65267-000
Codó,-4.5995,-43.856,65400-000
Centro do Guilherme,-2.2807,-46.0735,65288-000
Centro Novo do Maranhão,-3.3167,-46.7936,65299-000
Conceição do Lago-Açu,-3.7359,-44.7967,65340-000
Dom Pedro,-4.8601,-44.5378,65765-000
Chapadinha,-3.6928,-43.4629,65500-000
Cururupu,-1.8057,-44.7068,65268-000
Coelho Neto,-4.1841,-43.1439,65620-000
Davinópolis,-5.5701,-47.3064,65927-000
Colinas,-5.9893,-44.1171,65690-000
Duque Bacelar,-4.1114,-43.0318,65625-000
Estreito,-6.7722,-47.1682,65975-000
Feira Nova do Maranhão,-6.9956,-46.65,65995-000
Fernando Falcão,-6.3529,-45.3281,65964-000
Formosa da Serra Negra,-6.6954,-46.1954,65943-000
Fortaleza dos Nogueiras,-6.8672,-46.021,65805-000
Esperantinópolis,-4.8893,-44.7886,65750-000
Governador Archer,-4.984,-44.2051,65770-000
Grajaú,-5.8105,-45.9839,65940-000
Governador Eugênio Barros,-5.4258,-43.8803,65780-000
Governador Luiz Rocha,-5.5283,-44.1115,65795-000
Governador Nunes Freire,-2.0099,-45.8428,65284-000
Governador Newton Bello,-3.368,-45.6571,65363-000
Godofredo Viana,-1.276,-45.7655,65285-000
Humberto de Campos,-2.6456,-43.5785,65180-000
Governador Edison Lobão,-5.7431,-47.3254,65928-000
Fortuna,-5.668,-43.9906,65695-000
Icatu,-2.5635,-43.8218,65170-000
Gonçalves Dias,-4.9909,-43.9087,65775-000
Guimarães,-2.1199,-44.6348,65255-000
Graça Aranha,-5.4449,-44.2517,65785-000
Igarapé do Meio,-3.7251,-45.1097,65345-000
Imperatriz,-5.3867,-47.5382,65900-000
Jenipapo dos Vieiras,-5.507,-45.5424,65962-000
Lagoa do Mato,-5.9553,-43.631,65683-000
Lago dos Rodrigues,-4.4635,-44.8796,65712-000
Lago do Junco,-4.3598,-44.9357,65710-000
Itinga do Maranhão,-4.5283,-47.4886,65939-000
Jatobá,-5.8623,-44.2692,65693-000
Itaipava do Grajaú,-5.1797,-45.6476,65948-000
Junco do Maranhão,-1.9418,-46.1171,65294-000
Igarapé Grande,-4.6497,-44.839,65720-000
João Lisboa,-5.2647,-47.1557,65922-000
Joselândia,-5.0075,-44.7316,65755-000
Lago da Pedra,-4.5267,-45.0581,65715-000
Itapecuru Mirim,-3.4194,-44.31,65485-000
Lago Verde,-3.9478,-44.7252,65705-000
Lagoa Grande do Maranhão,-4.7924,-45.1327,65718-000
Lima Campos,-4.553,-44.4799,65728-000
Loreto,-7.1192,-45.2314,65895-000
Lajeado Novo,-6.1063,-46.9022,65937-000
Matões,-5.4154,-43.4005,65645-000
Maracaçumé,-2.0211,-45.9768,65289-000
Luís Domingues,-1.2696,-45.8379,65290-000
Mirador,-6.4727,-45.1131,65850-000
Matinha,-3.0959,-44.9921,65218-000
Magalhães de Almeida,-3.3233,-42.1286,65560-000
Matões do Norte,-3.7788,-44.4075,65468-000
Nova Iorque,-6.8449,-44.0966,65880-000
Monção,-3.5329,-45.3069,65360-000
Marajá do Sena,-4.7001,-45.6314,65714-000
Mirinzal,-2.0477,-44.774,65265-000
Montes Altos,-5.8553,-47.0801,65936-000
Mata Roma,-3.5822,-43.2318,65510-000
Nova Olinda do Maranhão,-2.9269,-45.7412,65274-000
Maranhãozinho,-2.4313,-46.0138,65283-000
Miranda do Norte,-3.4767,-44.4787,65495-000
Nova Colinas,-7.2666,-46.2918,65808-000
Milagres do Maranhão,-3.5055,-42.8647,65545-000
Morros,-2.9616,-43.8773,65160-000
Nina Rodrigues,-3.4638,-43.7716,65450-000
Palmeirândia,-2.6592,-45.0671,65238-000
Passagem Franca,-6.1075,-43.7536,65680-000
Paulino Neves,-2.8859,-42.5881,65585-000
Paço do Lumiar,-2.4802,-44.1105,65130-000
Olho d'Água das Cunhãs,-4.0263,-45.0483,65706-000
Pastos Bons,-6.766,-44.2423,65870-000
Olinda Nova do Maranhão,-2.9976,-44.9657,65223-000
Paraibano,-6.4095,-43.8471,65670-000
Parnarama,-5.5291,-43.6035,65640-000
Peritoró,-4.4405,-44.2818,65418-000
Pedreiras,-4.5827,-44.5992,65725-000
Pinheiro,-2.6991,-45.1224,65200-000
Paulo Ramos,-4.3743,-45.5147,65716-000
Pio XII,-3.7989,-45.2459,65707-000
Pirapemas,-3.7796,-44.2775,65460-000
Penalva,-3.2323,-45.1307,65213-000
Poção de Pedras,-4.704,-44.7939,65740-000
Pedro do Rosário,-2.857,-45.4564,65206-000
Peri Mirim,-2.5423,-44.9338,65245-000
Pindaré-Mirim,-3.6252,-45.3938,65370-000
Porto Franco,-6.3463,-47.0726,65970-000
Presidente Dutra,-5.3048,-44.5051,65760-000
Porto Rico do Maranhão,-1.8552,-44.6093,65263-000
Presidente Juscelino,-3.0861,-44.0774,65140-000
Presidente Sarney,-2.6207,-45.4393,65204-000
Presidente Vargas,-3.4238,-44.0102,65455-000
Presidente Médici,-2.3873,-45.8413,65279-000
Raposa,-2.4311,-44.078,65138-000
Santa Filomena do Maranhão,-5.4827,-44.5518,65768-000
Primeira Cruz,-2.6508,-43.3289,65190-000
Santa Inês,-3.7566,-45.4039,65300-000
Santa Luzia,-4.2535,-45.7382,65390-000
Ribamar Fiquene,-5.9344,-47.2979,65938-000
Santa Luzia do Paruá,-3.0138,-46.0363,65272-000
Riachão,-7.7702,-46.7267,65990-000
Rosário,-2.96,-44.1743,65100-000
Santa Helena,-2.4803,-45.4196,65208-000
Sambaíba,-7.6149,-45.6775,65830-000
Santa Quitéria do Maranhão,-3.4149,-42.7776,65540-000
